id_aerogenerateur;nom_eolienne;id_parc;code_insee;nom_commune;code_dept;code_reg;puissance;hauteur_totale;hauteur_mat_nacelle;diametre_rotor;cote_ngf;periode_allumage;type_feu;constructeur;reference_modele;x_aerogenerateur;y_aerogenerateur;epsg;libelle;date_maj
0005704363_E4;34691_E04;0005704363;08354;RAUCOURT ET FLABA;08;44;2.00;150.00;105.00;90.00;301.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;839999.56;6946683.5;2154;Lambert-93;2024-12-17
0005704363_E5;34692_E05;0005704363;08354;RAUCOURT ET FLABA;08;44;2.00;150.00;105.00;90.00;297.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;840585.75;6946221.0;2154;Lambert-93;2024-12-17
0005704363_E6;34694_E06;0005704363;08354;RAUCOURT ET FLABA;08;44;2.00;150.00;105.00;90.00;285.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;840580.8;6945921.5;2154;Lambert-93;2024-12-17
0006306559_E2;;0006306559;85130;MACHE;85;52;2.00;123.00;78.00;90.00;48.000;Jour et Nuit;Feux à éclats;SGRE;G90-2MW;342726.7;6642486.0;2154;Lambert-93;2024-10-23
0006306559_E3;;0006306559;85130;MACHE;85;52;2.00;123.00;78.00;90.00;52.000;Jour et Nuit;Feux à éclats;SGRE;G90-2MW;343126.72;6642343.0;2154;Lambert-93;2024-10-23
0005403209_E1;;0005403209;89134;CUSSY LES FORGES;89;27;2.20;150.00;95.00;110.00;321.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;778735.0;6708121.0;2154;Lambert-93;2023-07-21
0005403209_E2;;0005403209;89134;CUSSY LES FORGES;89;27;2.20;150.00;95.00;110.00;322.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;779011.0;6707871.0;2154;Lambert-93;2023-07-21
0005403209_E3;;0005403209;89134;CUSSY LES FORGES;89;27;2.20;150.00;95.00;110.00;335.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;779315.0;6707636.0;2154;Lambert-93;2023-07-21
0005403209_E4;;0005403209;89134;CUSSY LES FORGES;89;27;2.20;150.00;95.00;110.00;328.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;779633.0;6707429.0;2154;Lambert-93;2023-07-21
0005403209_E5;;0005403209;89134;CUSSY LES FORGES;89;27;2.20;150.00;95.00;110.00;332.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;779917.0;6707138.0;2154;Lambert-93;2023-07-21
0005426344_E1;;0005426344;89034;BEINE;89;27;2.00;126.00;80.00;92.00;273.470;Jour et Nuit;Feux à éclats;SGRE;MM92;751867.5;6745315.5;2154;Lambert-93;2023-07-21
0005426344_E3;;0005426344;89438;VENOY;89;27;2.00;126.00;80.00;92.00;275.000;Jour et Nuit;Feux à éclats;SGRE;MM92;752205.7;6744711.0;2154;Lambert-93;2023-07-21
0005426344_E5;;0005426344;89034;BEINE;89;27;2.00;126.00;80.00;92.00;282.310;Jour et Nuit;Feux à éclats;SGRE;MM92;752746.94;6744196.0;2154;Lambert-93;2023-07-21
0005426344_E2;;0005426344;89438;VENOY;89;27;2.00;126.00;80.00;92.00;269.620;Jour et Nuit;Feux à éclats;SGRE;MM92;752010.2;6744967.5;2154;Lambert-93;2023-07-21
0005426344_E4;;0005426344;89034;BEINE;89;27;2.00;126.00;80.00;92.00;280.710;Jour et Nuit;Feux à éclats;SGRE;MM92;752474.56;6744482.5;2154;Lambert-93;2023-07-21
0005426344_E6;;0005426344;89034;BEINE;89;27;2.00;126.00;80.00;92.00;283.950;Jour et Nuit;Feux à éclats;SGRE;MM92;752953.44;6743915.5;2154;Lambert-93;2023-07-21
0007209518_E3;;0007209518;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;45.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;418301.3;6562704.0;2154;Lambert-93;2023-07-21
0007209518_E2;;0007209518;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;54.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;417820.4;6562908.0;2154;Lambert-93;2023-07-21
0007209518_E4;;0007209518;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;46.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;418720.16;6562726.0;2154;Lambert-93;2023-07-21
0007209518_E1;;0007209518;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;49.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;417417.94;6562712.0;2154;Lambert-93;2023-07-21
0006306559_E4;;0006306559;85130;MACHE;85;52;2.00;123.00;78.00;90.00;53.000;Jour et Nuit;Feux à éclats;SGRE;G90-2MW;343526.66;6642198.5;2154;Lambert-93;2024-10-23
0007209519_E2;;0007209519;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;50.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;418078.0;6563233.0;2154;Lambert-93;2023-07-21
0007209519_E3;;0007209519;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;43.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;418570.5;6563247.0;2154;Lambert-93;2023-07-21
0007209519_E1;;0007209519;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;59.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;417602.2;6563350.0;2154;Lambert-93;2023-07-21
0006306559_E1;;0006306559;85130;MACHE;85;52;2.00;123.00;78.00;90.00;47.000;Jour et Nuit;Feux à éclats;SGRE;G90-2MW;342328.88;6642632.5;2154;Lambert-93;2024-10-23
0007209519_E4;;0007209519;17221;MARSAIS;17;75;2.00;150.00;106.00;90.00;41.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;418911.6;6563289.0;2154;Lambert-93;2023-07-21
0003103126_E1;;0003103126;86125;LEIGNE LES BOIS;86;75;2.00;150.00;101.00;100.00;139.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;525846.0;6630143.0;2154;Lambert-93;2023-07-21
0003103126_E2;;0003103126;86125;LEIGNE LES BOIS;86;75;2.00;150.00;101.00;100.00;140.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;525571.0;6629844.0;2154;Lambert-93;2023-07-21
0003103126_E3;;0003103126;86125;LEIGNE LES BOIS;86;75;2.00;150.00;101.00;100.00;141.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;525139.0;6629374.0;2154;Lambert-93;2023-07-21
0003103126_E4;;0003103126;86125;LEIGNE LES BOIS;86;75;2.00;150.00;101.00;100.00;141.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;524784.0;6628990.0;2154;Lambert-93;2023-07-21
0003103126_E5;;0003103126;86125;LEIGNE LES BOIS;86;75;2.00;150.00;101.00;100.00;141.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;525914.0;6629532.0;2154;Lambert-93;2023-07-21
0003103126_E6;;0003103126;86125;LEIGNE LES BOIS;86;75;2.00;150.00;101.00;100.00;141.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;525538.0;6629074.0;2154;Lambert-93;2023-07-21
0003103126_E7;;0003103126;86125;LEIGNE LES BOIS;86;75;2.00;150.00;101.00;100.00;141.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;525316.0;6628801.0;2154;Lambert-93;2023-07-21
0006809674_E1;BOI6;0006809674;31478;ST FELIX LAURAGAIS;31;76;1.67;110.00;70.00;80.00;255.000;Jour et Nuit;Feux à éclats;Ecotechnia;ECO80;612355.0;6263040.0;2154;Lambert-93;2023-07-21
0006809674_E3;BOI8;0006809674;31478;ST FELIX LAURAGAIS;31;76;1.67;110.00;70.00;80.00;255.000;Jour et Nuit;Feux à éclats;Ecotechnia;ECO80;611921.44;6262845.5;2154;Lambert-93;2023-07-21
0006809674_E6;BOI11;0006809674;31478;ST FELIX LAURAGAIS;31;76;1.67;110.00;70.00;80.00;255.000;Jour et Nuit;Feux à éclats;Ecotechnia;ECO80;611274.44;6262548.0;2154;Lambert-93;2023-07-21
0006809674_E5;BOI10;0006809674;31478;ST FELIX LAURAGAIS;31;76;1.67;110.00;70.00;80.00;255.000;Jour et Nuit;Feux à éclats;Ecotechnia;ECO80;611475.44;6262632.0;2154;Lambert-93;2023-07-21
0006809674_E4;BOI9;0006809674;31478;ST FELIX LAURAGAIS;31;76;1.67;110.00;70.00;80.00;255.000;Jour et Nuit;Feux à éclats;Ecotechnia;ECO80;611697.6;6262743.0;2154;Lambert-93;2023-07-21
0006809674_E2;BOI7;0006809674;31478;ST FELIX LAURAGAIS;31;76;1.67;110.00;70.00;80.00;255.000;Jour et Nuit;Feux à éclats;Ecotechnia;ECO80;612136.56;6262947.0;2154;Lambert-93;2023-07-21
0007209380_E2;E2;0007209380;16136;LA FAYE;16;75;2.00;125.00;80.00;90.00;136.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;480566.4;6551296.5;2154;Lambert-93;2023-07-21
0007209380_E3;E3;0007209380;16136;LA FAYE;16;75;2.00;125.00;80.00;90.00;125.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;480016.78;6551900.0;2154;Lambert-93;2023-07-21
0007209380_E4;E4;0007209380;16136;LA FAYE;16;75;2.00;125.00;80.00;90.00;120.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;479827.7;6552091.0;2154;Lambert-93;2023-07-21
0006306632_E2;;0006306632;53266;TRANS;53;52;3.37;150.00;93.00;117.00;417.000;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;456791.9;6802956.0;2154;Lambert-93;2024-12-10
0006306632_E3;;0006306632;53083;COURCITE;53;52;3.37;150.00;93.00;117.00;414.000;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;457190.28;6803155.0;2154;Lambert-93;2024-12-10
0007209380_E6;E6;0007209380;16098;LA CHEVRERIE;16;75;2.00;125.00;80.00;90.00;123.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;479243.47;6552743.5;2154;Lambert-93;2023-07-21
0007209380_E1;E1;0007209380;16136;LA FAYE;16;75;2.00;125.00;80.00;90.00;131.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;480778.72;6551103.5;2154;Lambert-93;2023-07-21
0007209380_E5;E5;0007209380;16136;LA FAYE;16;75;2.00;125.00;80.00;90.00;121.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;479434.97;6552529.0;2154;Lambert-93;2023-07-21
0005704389_E1;;0005704389;51353;MARSANGIS;51;44;2.00;150.00;106.00;90.00;90.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;763790.0;6835507.0;2154;Lambert-93;2023-07-21
0005704389_E2;;0005704389;51516;ST SATURNIN;51;44;2.00;150.00;106.00;90.00;91.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;764615.94;6835627.5;2154;Lambert-93;2023-07-21
0005704389_E3;;0005704389;51353;MARSANGIS;51;44;2.00;150.00;106.00;90.00;87.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;763569.3;6834902.5;2154;Lambert-93;2023-07-21
0005704389_E4;;0005704389;51353;MARSANGIS;51;44;2.00;150.00;106.00;90.00;87.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;763490.25;6834077.0;2154;Lambert-93;2023-07-21
0005704389_E5;;0005704389;51516;ST SATURNIN;51;44;2.00;150.00;106.00;90.00;88.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;764706.3;6835051.0;2154;Lambert-93;2023-07-21
0005107325_E2;;0005107325;80494;LOUVRECHY;80;32;2.30;126.50;83.00;93.00;123.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;657139.3;6958476.5;2154;Lambert-93;2023-07-21
0005107325_E3;;0005107325;80758;THORY;80;32;2.30;126.50;83.00;93.00;121.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;657540.1;6958171.0;2154;Lambert-93;2023-07-21
0005107325_E4;;0005107325;80758;THORY;80;32;2.30;126.50;83.00;93.00;121.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;657870.5;6957882.5;2154;Lambert-93;2023-07-21
0005107325_E5;;0005107325;80758;THORY;80;32;2.30;126.50;83.00;93.00;122.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;658363.6;6957449.5;2154;Lambert-93;2023-07-21
0005107325_E6;;0005107325;80758;THORY;80;32;2.30;126.50;83.00;93.00;124.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;658763.5;6957100.5;2154;Lambert-93;2023-07-21
0005107325_E1;;0005107325;80494;LOUVRECHY;80;32;2.30;126.50;83.00;93.00;121.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;656779.0;6958824.0;2154;Lambert-93;2023-07-21
0005107621_E2;;0005107621;80193;CHIRMONT;80;32;2.30;126.50;83.00;93.00;137.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;656008.75;6958322.5;2154;Lambert-93;2023-07-21
0005107621_E1;;0005107621;80193;CHIRMONT;80;32;2.30;126.50;83.00;93.00;138.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;655615.06;6958524.0;2154;Lambert-93;2023-07-21
0005107621_E3;;0005107621;80494;LOUVRECHY;80;32;2.30;126.50;83.00;93.00;130.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;656421.3;6958125.5;2154;Lambert-93;2023-07-21
0005107621_E4;;0005107621;80740;SOURDON;80;32;2.30;126.50;83.00;93.00;130.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;656773.6;6957944.5;2154;Lambert-93;2023-07-21
0005107621_E5;;0005107621;80740;SOURDON;80;32;2.30;126.50;83.00;93.00;131.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;657129.9;6957763.5;2154;Lambert-93;2023-07-21
0005107621_E6;;0005107621;80740;SOURDON;80;32;2.30;126.50;83.00;93.00;128.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-93;657461.3;6957594.0;2154;Lambert-93;2023-07-21
0005107559_E1;;0005107559;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;103.00;101.00;82.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627270.25;6981626.0;2154;Lambert-93;2023-07-21
0005107559_E2;;0005107559;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;103.00;101.00;84.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627643.9;6981836.5;2154;Lambert-93;2023-07-21
0005107559_E3;;0005107559;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;103.00;101.00;84.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;628090.75;6982087.0;2154;Lambert-93;2023-07-21
0005107559_E4;;0005107559;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;103.00;101.00;84.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;628527.75;6982348.0;2154;Lambert-93;2023-07-21
0005107559_E5;;0005107559;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;103.00;101.00;80.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;628175.25;6982625.0;2154;Lambert-93;2023-07-21
0005107656_E1;;0005107656;80396;GUESCHART;80;32;2.30;133.00;100.00;70.00;92.000;Jour et Nuit;Feux à éclats;ENERCON;E-70 E4;627214.8;7016819.5;2154;Lambert-93;2023-07-21
0005107656_E3;;0005107656;80396;GUESCHART;80;32;2.30;133.00;100.00;70.00;94.000;Jour et Nuit;Feux à éclats;ENERCON;E-70 E4;627528.25;7016536.5;2154;Lambert-93;2023-07-21
0005107656_E4;;0005107656;80396;GUESCHART;80;32;2.30;133.00;100.00;70.00;94.000;Jour et Nuit;Feux à éclats;ENERCON;E-70 E4;627663.56;7016345.0;2154;Lambert-93;2023-07-21
0005107656_E2;;0005107656;80396;GUESCHART;80;32;2.30;133.00;100.00;70.00;92.000;Jour et Nuit;Feux à éclats;ENERCON;E-70 E4;627352.0;7016658.0;2154;Lambert-93;2023-07-21
0005107656_E5;;0005107656;80396;GUESCHART;80;32;2.30;133.00;100.00;70.00;92.000;Jour et Nuit;Feux à éclats;ENERCON;E-70 E4;627711.2;7016138.0;2154;Lambert-93;2023-07-21
0005107656_E6;;0005107656;80396;GUESCHART;80;32;2.30;133.00;100.00;70.00;92.000;Jour et Nuit;Feux à éclats;ENERCON;E-70 E4;627776.5;7015936.0;2154;Lambert-93;2023-07-21
0005108243_E2;;0005108243;02057;BEAUREVOIR;02;32;3.45;150.00;93.00;117.00;122.700;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;723398.25;6989792.5;2154;Lambert-93;2023-07-21
0005108243_E3;;0005108243;02057;BEAUREVOIR;02;32;3.45;150.00;93.00;117.00;133.400;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;723419.75;6990205.0;2154;Lambert-93;2023-07-21
0005108243_E4;;0005108243;02057;BEAUREVOIR;02;32;3.45;150.00;93.00;117.00;114.600;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;724162.0;6989217.5;2154;Lambert-93;2023-07-21
0005108243_E5;;0005108243;02057;BEAUREVOIR;02;32;3.45;150.00;93.00;117.00;115.000;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;724144.4;6989850.0;2154;Lambert-93;2023-07-21
0005108243_E6;;0005108243;02057;BEAUREVOIR;02;32;3.45;150.00;93.00;117.00;133.000;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;724057.0;6990272.5;2154;Lambert-93;2023-07-21
0005108243_E7;;0005108243;02057;BEAUREVOIR;02;32;3.45;150.00;93.00;117.00;145.900;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;723934.44;6990790.5;2154;Lambert-93;2023-07-21
0005108243_E1;;0005108243;02057;BEAUREVOIR;02;32;3.45;150.00;93.00;117.00;113.300;Jour et Nuit;Feux à éclats;VESTAS;V117-3.45MW;723397.6;6989366.5;2154;Lambert-93;2023-07-21
0010011654_E1;;0010011654;28215;LOUVILLE LA CHENARD;28;24;3.45;150.00;96.00;112.00;151.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;609495.6;6805376.5;2154;Lambert-93;2023-07-21
0010011654_E2;;0010011654;28215;LOUVILLE LA CHENARD;28;24;3.45;150.00;96.00;112.00;152.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;609919.3;6805253.0;2154;Lambert-93;2023-07-21
0010011654_E3;;0010011654;28215;LOUVILLE LA CHENARD;28;24;3.45;150.00;96.00;112.00;151.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;610343.06;6805138.5;2154;Lambert-93;2023-07-21
0010011654_E4;;0010011654;28215;LOUVILLE LA CHENARD;28;24;3.45;150.00;96.00;112.00;147.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;610756.8;6805019.5;2154;Lambert-93;2023-07-21
0010011654_E5;;0010011654;28215;LOUVILLE LA CHENARD;28;24;3.45;150.00;96.00;112.00;149.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;611173.56;6804906.0;2154;Lambert-93;2023-07-21
0010011654_E6;;0010011654;28215;LOUVILLE LA CHENARD;28;24;3.45;150.00;96.00;112.00;151.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;608964.25;6804692.5;2154;Lambert-93;2023-07-21
0005107539_E4;0005107539_E15;0005107539;80342;FRAMERVILLE RAINECOURT;80;32;2.00;140.00;100.00;80.00;87.000;Jour et Nuit;Feux à éclats;GAMESA;G80;681163.5;6972595.0;2154;Lambert-93;2024-10-23
0003703160_E1;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1359.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;766135.0;6388397.0;2154;Lambert-93;2023-07-21
0003703160_E2;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1377.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;766268.0;6388489.0;2154;Lambert-93;2023-07-21
0003703160_E3;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1374.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;766447.0;6388538.0;2154;Lambert-93;2023-07-21
0003703160_E4;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1334.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;766841.0;6388521.0;2154;Lambert-93;2023-07-21
0003703160_E5;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1341.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;766994.0;6388620.0;2154;Lambert-93;2023-07-21
0003703160_E6;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1341.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;767185.0;6388671.0;2154;Lambert-93;2023-07-21
0003703160_E7;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1331.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;767557.0;6388265.0;2154;Lambert-93;2023-07-21
0003703160_E8;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1315.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;767711.0;6388423.0;2154;Lambert-93;2023-07-21
0003703160_E9;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1312.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;767873.0;6388538.0;2154;Lambert-93;2023-07-21
0003703160_E10;;0003703160;48027;MONT LOZERE ET GOULET;48;76;3.00;124.99;86.39;82.00;1323.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;768021.0;6388663.0;2154;Lambert-93;2023-07-21
0006605970_E1;;0006605970;34093;DIO ET VALQUIERES;34;76;2.50;110.00;65.00;90.00;591.000;Jour et Nuit;Feux à éclats;NORDEX;N90/2500;717965.0;6287072.0;2154;Lambert-93;2023-07-21
0006605970_E2;;0006605970;34093;DIO ET VALQUIERES;34;76;2.50;110.00;65.00;90.00;567.000;Jour et Nuit;Feux à éclats;NORDEX;N90/2500;718106.0;6287194.0;2154;Lambert-93;2023-07-21
0006605970_E3;;0006605970;34093;DIO ET VALQUIERES;34;76;2.50;110.00;65.00;90.00;583.000;Jour et Nuit;Feux à éclats;NORDEX;N90/2500;717344.0;6287059.0;2154;Lambert-93;2023-07-21
0006605970_E4;;0006605970;34093;DIO ET VALQUIERES;34;76;2.50;110.00;65.00;90.00;590.000;Jour et Nuit;Feux à éclats;NORDEX;N90/2500;717460.0;6287162.0;2154;Lambert-93;2023-07-21
0006605970_E5;;0006605970;34093;DIO ET VALQUIERES;34;76;2.50;110.00;65.00;90.00;583.000;Jour et Nuit;Feux à éclats;NORDEX;N90/2500;717583.0;6287292.0;2154;Lambert-93;2023-07-21
0005403151_E1;E01;0005403151;89486;YROUERRE;89;27;2.40;150.00;93.00;117.00;262.000;Jour et Nuit;Feux à éclats;NORDEX;N117/2400;771944.0;6743251.0;2154;Lambert-93;2023-07-21
0005403151_E2;E02;0005403151;89486;YROUERRE;89;27;2.40;150.00;93.00;117.00;264.000;Jour et Nuit;Feux à éclats;NORDEX;N117/2400;771763.0;6742805.0;2154;Lambert-93;2023-07-21
0005403151_E3;E03;0005403151;89486;YROUERRE;89;27;2.40;150.00;93.00;117.00;273.000;Jour et Nuit;Feux à éclats;NORDEX;N117/2400;771660.0;6742352.0;2154;Lambert-93;2023-07-21
0005403151_E4;E04;0005403151;89486;YROUERRE;89;27;2.40;150.00;93.00;117.00;275.000;Jour et Nuit;Feux à éclats;NORDEX;N117/2400;771814.0;6741935.0;2154;Lambert-93;2023-07-21
0005403151_E5;E05;0005403151;89486;YROUERRE;89;27;2.40;150.00;93.00;117.00;274.000;Jour et Nuit;Feux à éclats;NORDEX;N117/2400;772216.0;6741785.0;2154;Lambert-93;2023-07-21
0005107539_E5;0005107539_E16;0005107539;80432;HERLEVILLE;80;32;2.00;140.00;100.00;80.00;92.000;Jour et Nuit;Feux à éclats;GAMESA;G80;681718.7;6972231.0;2154;Lambert-93;2024-10-23
0005107539_E1;0005107539_E12;0005107539;80481;LIHONS;80;32;2.00;140.00;100.00;80.00;92.000;Jour et Nuit;Feux à éclats;GAMESA;G80;681117.44;6971749.5;2154;Lambert-93;2024-10-23
0005107539_E2;0005107539_E13;0005107539;80342;FRAMERVILLE RAINECOURT;80;32;2.00;140.00;100.00;80.00;89.000;Jour et Nuit;Feux à éclats;GAMESA;G80;680731.9;6972207.0;2154;Lambert-93;2024-10-23
0005107539_E3;0005107539_E14;0005107539;80342;FRAMERVILLE RAINECOURT;80;32;2.00;140.00;100.00;80.00;81.000;Jour et Nuit;Feux à éclats;GAMESA;G80;680418.4;6972556.5;2154;Lambert-93;2024-10-23
0005107539_E6;0005107539_E17;0005107539;80432;HERLEVILLE;80;32;2.00;140.00;100.00;80.00;89.000;Jour et Nuit;Feux à éclats;GAMESA;G80;682061.25;6972626.0;2154;Lambert-93;2024-10-23
0005107444_E1;;0005107444;80395;GUERBIGNY;80;32;3.45;150.00;96.00;112.00;97.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;675417.25;6957017.0;2154;Lambert-93;2023-07-21
0005107444_E3;;0005107444;80278;ERCHES;80;32;3.45;150.00;96.00;112.00;99.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;675028.6;6957872.0;2154;Lambert-93;2023-07-21
0005107444_E2;;0005107444;80822;WARSY;80;32;3.45;150.00;96.00;112.00;100.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;675180.56;6957513.0;2154;Lambert-93;2023-07-21
0005107444_E4;;0005107444;80278;ERCHES;80;32;3.45;150.00;96.00;112.00;99.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;674760.3;6958293.0;2154;Lambert-93;2023-07-21
0005107444_E5;;0005107444;80278;ERCHES;80;32;3.45;150.00;96.00;112.00;100.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;674490.56;6958664.0;2154;Lambert-93;2023-07-21
0005107444_E6;;0005107444;80822;WARSY;80;32;3.45;150.00;96.00;112.00;99.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;675104.6;6956693.0;2154;Lambert-93;2023-07-21
0005107444_E7;;0005107444;80822;WARSY;80;32;3.45;150.00;96.00;112.00;101.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;675025.44;6957137.5;2154;Lambert-93;2023-07-21
0005107444_E8;;0005107444;80822;WARSY;80;32;3.45;150.00;96.00;112.00;102.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;674834.3;6957466.0;2154;Lambert-93;2023-07-21
0005107444_E9;;0005107444;80278;ERCHES;80;32;3.45;150.00;96.00;112.00;103.000;Jour et Nuit;Feux à éclats;VESTAS;V112-3.45MW;674583.1;6957907.5;2154;Lambert-93;2023-07-21
0003104021_E1;E01;0003104021;16096;CHERVES-CHATELARS;16;75;4.20;200.00;127.00;150.00;441.000;Jour et Nuit;Feux à éclats;VESTAS;V150-4.2MW;513254.0;6526896.0;2154;Lambert-93;2023-07-21
0003104021_E2;E02;0003104021;16096;CHERVES-CHATELARS;16;75;4.20;200.00;127.00;150.00;435.000;Jour et Nuit;Feux à éclats;VESTAS;V150-4.2MW;513176.0;6527340.0;2154;Lambert-93;2023-07-21
